Unnamed: 0,Graph1,Graph2,Hellinger,NetSimile,ResNet,KSTest,Label Hellinger (0.3764656311257355),Label NetSimile (16.839307102400703),Label ResNet (0.6958818435668945),Label KSTest (0.4532946624479778),Label
40,ba_graph_10000_36,ba_graph_7000_10,0.083795441,3.481660124,0.63996553,0.998839376,True,True,False,True,True
41,ba_graph_10000_36,ba_graph_7000_2,0.083313091,3.851137717,0.61101043,0.998839376,True,True,False,True,True
42,ba_graph_10000_36,ba_graph_7000_3,0.058849883,2.845876358,0.66409355,0.998839376,True,True,False,True,True
43,ba_graph_10000_36,ba_graph_7000_4,0.10722468,4.439543416,0.67868894,0.95784629,True,True,False,True,True
44,ba_graph_10000_36,ba_graph_7000_5,0.079049655,3.984386354,0.6229599,0.998839376,True,True,False,True,True
45,ba_graph_10000_36,ba_graph_7000_6,0.057861189,3.040702987,0.65881026,0.998839376,True,True,False,True,True
46,ba_graph_10000_36,ba_graph_7000_7,0.07337959,3.757589602,0.60138357,0.998839376,True,True,False,True,True
47,ba_graph_10000_36,ba_graph_7000_8,0.04487686,2.600861105,0.7445215,0.998839376,True,True,True,True,True
48,ba_graph_10000_36,ba_graph_7000_9,0.079571308,3.813471773,0.7954879,0.95784629,True,True,True,True,True
49,ba_graph_10000_36,ba_graph_8000_16,0.072221735,3.207135606,0.62123466,0.998839376,True,True,False,True,True
50,ba_graph_10000_36,ba_graph_8000_17,0.053984671,2.504006692,0.8443799,0.998839376,True,True,True,True,True
51,ba_graph_10000_36,ba_graph_8000_18,0.040902053,2.109313662,0.6816138,0.999999991,True,True,False,True,True
52,ba_graph_10000_36,ba_graph_8000_19,0.036820858,2.761282281,0.9728632,0.999999991,True,True,True,True,True
53,ba_graph_10000_36,ba_graph_8000_20,0.05433235,2.73712519,0.76483864,0.998839376,True,True,True,True,True
54,ba_graph_10000_36,ba_graph_8000_21,0.047034052,2.232164116,0.6412736,0.999999991,True,True,False,True,True
55,ba_graph_10000_36,ba_graph_8000_22,0.05783438,2.316965041,0.73117244,0.998839376,True,True,True,True,True
56,ba_graph_10000_36,ba_graph_8000_23,0.063369837,2.910660736,0.6601676,0.998839376,True,True,False,True,True
57,ba_graph_10000_36,ba_graph_8000_24,0.081974176,2.64930642,0.60982597,0.998839376,True,True,False,True,True
58,ba_graph_10000_36,ba_graph_8000_25,0.055033078,2.197526033,0.61515284,0.999999991,True,True,False,True,True
59,ba_graph_10000_36,er_graph_10000_36,0.470648963,27.77595266,0.6544817,0.135003503,False,False,False,False,False
60,ba_graph_10000_36,er_graph_10000_37,0.47062014,27.75893729,0.6785904,0.135003503,False,False,False,False,False
61,ba_graph_10000_36,er_graph_10000_38,0.470617982,27.77463806,0.6650314,0.135003503,False,False,False,False,False
62,ba_graph_10000_36,er_graph_10000_39,0.470635345,27.7649986,0.70420235,0.135003503,False,False,True,False,False
63,ba_graph_10000_36,er_graph_10000_40,0.470627934,27.80992765,0.64022714,0.135003503,False,False,False,False,False
64,ba_graph_10000_36,er_graph_10000_41,0.470617765,27.77705469,0.6313181,0.135003503,False,False,False,False,False
65,ba_graph_10000_36,er_graph_10000_42,0.470653128,27.80273798,0.72989845,0.135003503,False,False,True,False,False
66,ba_graph_10000_36,er_graph_10000_43,0.470669132,27.78878156,0.6773412,0.135003503,False,False,False,False,False
67,ba_graph_10000_36,er_graph_10000_44,0.470609241,27.77455485,0.70280105,0.135003503,False,False,True,False,False
68,ba_graph_10000_36,er_graph_10000_45,0.470593181,27.77477298,0.70296735,0.135003503,False,False,True,False,False
69,ba_graph_10000_36,er_graph_2000_1,0.471696586,21.15024469,0.5485826,0.070887988,False,False,False,False,False
70,ba_graph_10000_36,er_graph_2000_10,0.471214171,21.39912221,0.5904746,0.070887988,False,False,False,False,False
71,ba_graph_10000_36,er_graph_2000_2,0.471732745,22.10249181,0.57584786,0.070887988,False,False,False,False,False
72,ba_graph_10000_36,er_graph_2000_3,0.471219825,22.169297,0.5912342,0.070887988,False,False,False,False,False
73,ba_graph_10000_36,er_graph_2000_4,0.471800669,21.77475684,0.55541205,0.070887988,False,False,False,False,False
74,ba_graph_10000_36,er_graph_2000_5,0.471127112,22.06162137,0.62737936,0.070887988,False,False,False,False,False
75,ba_graph_10000_36,er_graph_2000_6,0.471647715,22.26765271,0.4907366,0.070887988,False,False,False,False,False
76,ba_graph_10000_36,er_graph_2000_7,0.471419894,21.91812755,0.6520582,0.070887988,False,False,False,False,False
77,ba_graph_10000_36,er_graph_2000_8,0.470453804,21.88831795,0.6329962,0.070887988,False,False,False,False,False
78,ba_graph_10000_36,er_graph_2000_9,0.47184529,22.14126993,0.49156028,0.070887988,False,False,False,False,False
79,ba_graph_10000_36,er_graph_2500_1,0.470421417,23.38185366,0.5709568,0.239073002,False,False,False,False,False
80,ba_graph_10000_36,er_graph_2500_10,0.471114893,23.5655791,0.49777305,0.239073002,False,False,False,False,False
81,ba_graph_10000_36,er_graph_2500_2,0.471063475,23.3415455,0.53960395,0.239073002,False,False,False,False,False
82,ba_graph_10000_36,er_graph_2500_3,0.4710276,23.44647812,0.5225141,0.239073002,False,False,False,False,False
83,ba_graph_10000_36,er_graph_2500_4,0.470808049,23.47845967,0.58889395,0.239073002,False,False,False,False,False
84,ba_graph_10000_36,er_graph_2500_5,0.470626541,23.30998315,0.6129081,0.239073002,False,False,False,False,False
85,ba_graph_10000_36,er_graph_2500_6,0.470503929,23.2173862,0.597205,0.239073002,False,False,False,False,False
86,ba_graph_10000_36,er_graph_2500_7,0.470465037,22.87265977,0.6190108,0.239073002,False,False,False,False,False
87,ba_graph_10000_36,er_graph_2500_8,0.470657091,23.39814545,0.6081323,0.239073002,False,False,False,False,False
88,ba_graph_10000_36,er_graph_2500_9,0.470839137,23.45299852,0.5392151,0.239073002,False,False,False,False,False
89,ba_graph_10000_36,er_graph_3000_1,0.470502315,24.02585128,0.5357659,0.070887988,False,False,False,False,False
90,ba_graph_10000_36,er_graph_3000_10,0.470419653,24.06501065,0.620836,0.070887988,False,False,False,False,False
91,ba_graph_10000_36,er_graph_3000_2,0.4700979,24.21283423,0.55858475,0.070887988,False,False,False,False,False
92,ba_graph_10000_36,er_graph_3000_3,0.470209649,24.10804774,0.5415715,0.070887988,False,False,False,False,False
93,ba_graph_10000_36,er_graph_3000_4,0.470086915,23.98071496,0.5267382,0.070887988,False,False,False,False,False
94,ba_graph_10000_36,er_graph_3000_5,0.470326196,24.13260026,0.6648931,0.070887988,False,False,False,False,False
95,ba_graph_10000_36,er_graph_3000_6,0.470474763,24.10630166,0.67026156,0.070887988,False,False,False,False,False
96,ba_graph_10000_36,er_graph_3000_7,0.470284663,24.19663138,0.530349,0.070887988,False,False,False,False,False
97,ba_graph_10000_36,er_graph_3000_8,0.470646595,24.16140024,0.66227883,0.070887988,False,False,False,False,False
98,ba_graph_10000_36,er_graph_3000_9,0.470327428,24.12386345,0.55654514,0.070887988,False,False,False,False,False
99,ba_graph_10000_36,er_graph_7000_1,0.470158966,26.79932758,0.5937353,0.239073002,False,False,False,False,False
100,ba_graph_10000_36,er_graph_7000_10,0.470220546,26.78425752,0.7214428,0.239073002,False,False,True,False,False
101,ba_graph_10000_36,er_graph_7000_2,0.470219241,26.7896378,0.7076465,0.239073002,False,False,True,False,False
102,ba_graph_10000_36,er_graph_7000_3,0.470096771,26.84080227,0.7718599,0.239073002,False,False,True,False,False
103,ba_graph_10000_36,er_graph_7000_4,0.470162877,26.7668576,0.6169076,0.239073002,False,False,False,False,False
104,ba_graph_10000_36,er_graph_7000_5,0.470216745,26.81746882,0.59665537,0.239073002,False,False,False,False,False
105,ba_graph_10000_36,er_graph_7000_6,0.470182068,26.72310161,0.5912976,0.239073002,False,False,False,False,False
106,ba_graph_10000_36,er_graph_7000_7,0.470121835,26.78382196,0.5967856,0.239073002,False,False,False,False,False
107,ba_graph_10000_36,er_graph_7000_8,0.470255886,26.80654777,0.53833526,0.239073002,False,False,False,False,False
108,ba_graph_10000_36,er_graph_7000_9,0.470348365,26.84104566,0.59332025,0.239073002,False,False,False,False,False
109,ba_graph_10000_36,er_graph_8000_16,0.470425603,27.19821455,0.637941,0.239073002,False,False,False,False,False
110,ba_graph_10000_36,er_graph_8000_17,0.470378446,27.18194664,0.77112794,0.239073002,False,False,True,False,False
111,ba_graph_10000_36,er_graph_8000_18,0.470382097,27.18886203,0.5721938,0.239073002,False,False,False,False,False
112,ba_graph_10000_36,er_graph_8000_19,0.470282528,27.11941202,0.6605776,0.239073002,False,False,False,False,False
113,ba_graph_10000_36,er_graph_8000_20,0.470307513,27.17615107,0.77001196,0.239073002,False,False,True,False,False
114,ba_graph_10000_36,er_graph_8000_21,0.47030282,27.14902771,0.57447577,0.239073002,False,False,False,False,False
115,ba_graph_10000_36,er_graph_8000_22,0.470366327,27.1539807,0.8002083,0.239073002,False,False,True,False,False
116,ba_graph_10000_36,er_graph_8000_23,0.470376643,27.12412385,0.6816871,0.239073002,False,False,False,False,False
117,ba_graph_10000_36,er_graph_8000_24,0.470394849,27.16256698,0.6482246,0.239073002,False,False,False,False,False
118,ba_graph_10000_36,er_graph_8000_25,0.470317427,27.1898964,0.6638272,0.239073002,False,False,False,False,False
179,ba_graph_10000_36,random_internet_as_graphs_10000_1,0.323777302,17.22878592,0.58533657,0.070887988,True,False,False,False,True
180,ba_graph_10000_36,random_internet_as_graphs_10000_10,0.280214426,16.04651152,0.6243598,0.135003503,True,True,False,False,True
181,ba_graph_10000_36,random_internet_as_graphs_10000_2,0.288064311,16.27308052,0.56006813,0.070887988,True,True,False,False,True
182,ba_graph_10000_36,random_internet_as_graphs_10000_3,0.282702238,16.10557507,0.5659649,0.070887988,True,True,False,False,True
183,ba_graph_10000_36,random_internet_as_graphs_10000_4,0.246232298,15.04920815,0.8228005,0.135003503,True,True,True,False,True
184,ba_graph_10000_36,random_internet_as_graphs_10000_5,0.320970556,16.94394598,0.5415866,0.070887988,True,False,False,False,True
185,ba_graph_10000_36,random_internet_as_graphs_10000_6,0.3301809,17.41819579,0.5185544,0.070887988,True,False,False,False,True
186,ba_graph_10000_36,random_internet_as_graphs_10000_7,0.331590619,17.46015023,0.607378,0.135003503,True,False,False,False,True
187,ba_graph_10000_36,random_internet_as_graphs_10000_8,0.245289431,14.84702783,0.5932839,0.239073002,True,True,False,False,True
188,ba_graph_10000_36,random_internet_as_graphs_10000_9,0.247343171,15.12952993,0.59176683,0.135003503,True,True,False,False,True
189,ba_graph_10000_36,random_internet_as_graphs_2000_1,0.096219128,15.56292307,0.6841651,0.135003503,True,True,False,False,True
190,ba_graph_10000_36,random_internet_as_graphs_2000_10,0.088713082,15.20016072,0.69130874,0.135003503,True,True,False,False,True
191,ba_graph_10000_36,random_internet_as_graphs_2000_2,0.125297262,14.56445361,0.8448676,0.392945014,True,True,True,False,True
192,ba_graph_10000_36,random_internet_as_graphs_2000_3,0.084105,15.65581908,0.6135643,0.135003503,True,True,False,False,True
193,ba_graph_10000_36,random_internet_as_graphs_2000_4,0.105434057,14.46691759,0.7021119,0.239073002,True,True,True,False,True
194,ba_graph_10000_36,random_internet_as_graphs_2000_5,0.088972485,15.39701213,0.6404388,0.239073002,True,True,False,False,True
195,ba_graph_10000_36,random_internet_as_graphs_2000_6,0.097876155,14.60205813,0.6869414,0.239073002,True,True,False,False,True
196,ba_graph_10000_36,random_internet_as_graphs_2000_7,0.086530599,15.93387695,0.67861736,0.239073002,True,True,False,False,True
197,ba_graph_10000_36,random_internet_as_graphs_2000_8,0.090073414,15.31322256,0.7469798,0.392945014,True,True,True,False,True
198,ba_graph_10000_36,random_internet_as_graphs_2000_9,0.132992202,14.09229316,0.67484146,0.392945014,True,True,False,False,True
199,ba_graph_10000_36,random_internet_as_graphs_2500_1,0.116955718,14.29380154,0.63363796,0.59407063,True,True,False,True,True
200,ba_graph_10000_36,random_internet_as_graphs_2500_10,0.099628119,14.15757183,0.61096466,0.59407063,True,True,False,True,True
201,ba_graph_10000_36,random_internet_as_graphs_2500_2,0.119033582,14.35339276,0.61725247,0.807963154,True,True,False,True,True
202,ba_graph_10000_36,random_internet_as_graphs_2500_3,0.105944416,13.97700969,0.6912802,0.59407063,True,True,False,True,True
203,ba_graph_10000_36,random_internet_as_graphs_2500_4,0.169855686,13.76619858,0.6255373,0.807963154,True,True,False,True,True
204,ba_graph_10000_36,random_internet_as_graphs_2500_5,0.102037658,14.13857674,0.6419158,0.59407063,True,True,False,True,True
205,ba_graph_10000_36,random_internet_as_graphs_2500_6,0.123727526,14.41505768,0.6153201,0.392945014,True,True,False,False,True
206,ba_graph_10000_36,random_internet_as_graphs_2500_7,0.10938246,13.74912269,0.6497577,0.59407063,True,True,False,True,True
207,ba_graph_10000_36,random_internet_as_graphs_2500_8,0.100138506,13.16674426,0.6870577,0.59407063,True,True,False,True,True
208,ba_graph_10000_36,random_internet_as_graphs_2500_9,0.106656341,14.66335644,0.6834363,0.59407063,True,True,False,True,True
209,ba_graph_10000_36,random_internet_as_graphs_3000_1,0.091792801,13.72655935,0.7963683,0.807963154,True,True,True,True,True
210,ba_graph_10000_36,random_internet_as_graphs_3000_10,0.100953417,13.52652252,0.7434052,0.807963154,True,True,True,True,True
211,ba_graph_10000_36,random_internet_as_graphs_3000_2,0.152472385,12.9124708,0.6230367,0.807963154,True,True,False,True,True
212,ba_graph_10000_36,random_internet_as_graphs_3000_3,0.110908157,13.86982199,0.63672227,0.807963154,True,True,False,True,True
213,ba_graph_10000_36,random_internet_as_graphs_3000_4,0.101811225,13.97906146,0.7356831,0.807963154,True,True,True,True,True
214,ba_graph_10000_36,random_internet_as_graphs_3000_5,0.157091445,13.64840307,0.6003629,0.95784629,True,True,False,True,True
215,ba_graph_10000_36,random_internet_as_graphs_3000_6,0.196735537,13.52033018,0.59832567,0.95784629,True,True,False,True,True
216,ba_graph_10000_36,random_internet_as_graphs_3000_7,0.0813112,14.413406,0.72579277,0.807963154,True,True,True,True,True
217,ba_graph_10000_36,random_internet_as_graphs_3000_8,0.113141462,14.35917425,0.7395607,0.807963154,True,True,True,True,True
218,ba_graph_10000_36,random_internet_as_graphs_3000_9,0.147928207,13.22192283,0.563459,0.95784629,True,True,False,True,True
219,ba_graph_10000_36,random_internet_as_graphs_7000_1,0.223063779,13.86480193,0.54764605,0.59407063,True,True,False,True,True
220,ba_graph_10000_36,random_internet_as_graphs_7000_10,0.20081252,13.21599499,0.6178451,0.59407063,True,True,False,True,True
221,ba_graph_10000_36,random_internet_as_graphs_7000_2,0.194920208,13.90862882,0.66734874,0.59407063,True,True,False,True,True
222,ba_graph_10000_36,random_internet_as_graphs_7000_3,0.276222999,15.24564009,0.5441485,0.59407063,True,True,False,True,True
223,ba_graph_10000_36,random_internet_as_graphs_7000_4,0.243833297,14.55041361,0.6013329,0.59407063,True,True,False,True,True
224,ba_graph_10000_36,random_internet_as_graphs_7000_5,0.280702323,15.31798319,0.5849284,0.59407063,True,True,False,True,True
225,ba_graph_10000_36,random_internet_as_graphs_7000_6,0.26793066,15.51713933,0.5882622,0.392945014,True,True,False,False,True
226,ba_graph_10000_36,random_internet_as_graphs_7000_7,0.19691483,13.13953758,0.6009442,0.59407063,True,True,False,True,True
227,ba_graph_10000_36,random_internet_as_graphs_7000_8,0.244167786,14.5460162,0.60976183,0.59407063,True,True,False,True,True
228,ba_graph_10000_36,random_internet_as_graphs_7000_9,0.169926004,13.00152724,0.5479663,0.59407063,True,True,False,True,True
229,ba_graph_10000_36,random_internet_as_graphs_8000_1,0.220589792,14.0766097,0.47342658,0.239073002,True,True,False,False,True
230,ba_graph_10000_36,random_internet_as_graphs_8000_10,0.252976105,14.82491066,0.5813806,0.239073002,True,True,False,False,True
231,ba_graph_10000_36,random_internet_as_graphs_8000_2,0.305082415,16.10204833,0.55901587,0.239073002,True,True,False,False,True
232,ba_graph_10000_36,random_internet_as_graphs_8000_3,0.295007274,15.82411781,0.5687514,0.239073002,True,True,False,False,True
233,ba_graph_10000_36,random_internet_as_graphs_8000_4,0.254504482,14.60076337,0.65129703,0.239073002,True,True,False,False,True
234,ba_graph_10000_36,random_internet_as_graphs_8000_5,0.294997422,16.06249109,0.62862104,0.239073002,True,True,False,False,True
235,ba_graph_10000_36,random_internet_as_graphs_8000_6,0.254809684,15.23197119,0.5167024,0.239073002,True,True,False,False,True
236,ba_graph_10000_36,random_internet_as_graphs_8000_7,0.288814901,16.12713815,0.65955585,0.239073002,True,True,False,False,True
237,ba_graph_10000_36,random_internet_as_graphs_8000_8,0.251751964,14.88197925,0.54961425,0.239073002,True,True,False,False,True
238,ba_graph_10000_36,random_internet_as_graphs_8000_9,0.220948933,13.68798952,0.8640039,0.392945014,True,True,True,False,True
299,ba_graph_10000_36,waxman_graph_10000_0.2_0.05_36,0.46472443,29.20486692,0.6446843,0.034580085,False,False,False,False,False
300,ba_graph_10000_36,waxman_graph_10000_0.2_0.05_37,0.464715551,29.15074324,0.6782873,0.034580085,False,False,False,False,False
301,ba_graph_10000_36,waxman_graph_10000_0.2_0.05_38,0.464632331,29.13281695,0.64185965,0.034580085,False,False,False,False,False
302,ba_graph_10000_36,waxman_graph_10000_0.2_0.05_39,0.464722553,29.04724111,0.6126884,0.034580085,False,False,False,False,False
303,ba_graph_10000_36,waxman_graph_10000_0.2_0.05_40,0.46461659,29.17294611,0.7507173,0.034580085,False,False,True,False,False
304,ba_graph_10000_36,waxman_graph_10000_0.2_0.05_41,0.46469585,29.07699151,0.66419464,0.034580085,False,False,False,False,False
305,ba_graph_10000_36,waxman_graph_10000_0.2_0.05_42,0.464554164,29.15038027,0.7233815,0.034580085,False,False,True,False,False
306,ba_graph_10000_36,waxman_graph_10000_0.2_0.05_43,0.464821176,29.21532408,0.6216918,0.034580085,False,False,False,False,False
307,ba_graph_10000_36,waxman_graph_10000_0.2_0.05_44,0.464824533,29.14992476,0.65918964,0.034580085,False,False,False,False,False
308,ba_graph_10000_36,waxman_graph_10000_0.2_0.05_45,0.464736811,29.23737001,0.76607865,0.034580085,False,False,True,False,False
309,ba_graph_10000_36,waxman_graph_2000_0.2_0.05_1,0.465285297,21.97468123,0.5805709,0.59407063,False,False,False,True,False
310,ba_graph_10000_36,waxman_graph_2000_0.2_0.05_10,0.465332033,22.15476693,0.5688726,0.59407063,False,False,False,True,False
311,ba_graph_10000_36,waxman_graph_2000_0.2_0.05_2,0.465132639,22.0159639,0.6344708,0.59407063,False,False,False,True,False
312,ba_graph_10000_36,waxman_graph_2000_0.2_0.05_3,0.465745399,19.96887116,0.58392525,0.59407063,False,False,False,True,False
313,ba_graph_10000_36,waxman_graph_2000_0.2_0.05_4,0.46505296,20.30903187,0.5855996,0.59407063,False,False,False,True,False
314,ba_graph_10000_36,waxman_graph_2000_0.2_0.05_5,0.465200687,21.8863249,0.57888526,0.59407063,False,False,False,True,False
315,ba_graph_10000_36,waxman_graph_2000_0.2_0.05_6,0.464749744,21.9716507,0.63131183,0.392945014,False,False,False,False,False
316,ba_graph_10000_36,waxman_graph_2000_0.2_0.05_7,0.466158462,21.87176494,0.58933353,0.392945014,False,False,False,False,False
317,ba_graph_10000_36,waxman_graph_2000_0.2_0.05_8,0.464695674,22.25267457,0.56957716,0.59407063,False,False,False,True,False
318,ba_graph_10000_36,waxman_graph_2000_0.2_0.05_9,0.464362408,21.90867169,0.58957225,0.59407063,False,False,False,True,False
319,ba_graph_10000_36,waxman_graph_2500_0.2_0.05_1,0.464029971,23.00290418,0.5393129,0.239073002,False,False,False,False,False
320,ba_graph_10000_36,waxman_graph_2500_0.2_0.05_10,0.46409765,23.07624786,0.5605457,0.239073002,False,False,False,False,False
321,ba_graph_10000_36,waxman_graph_2500_0.2_0.05_2,0.464163614,22.97519184,0.54435545,0.239073002,False,False,False,False,False
322,ba_graph_10000_36,waxman_graph_2500_0.2_0.05_3,0.464174054,22.67064814,0.5537278,0.239073002,False,False,False,False,False
323,ba_graph_10000_36,waxman_graph_2500_0.2_0.05_4,0.464097007,23.02279719,0.5583899,0.239073002,False,False,False,False,False
324,ba_graph_10000_36,waxman_graph_2500_0.2_0.05_5,0.464049332,22.29927669,0.54635894,0.239073002,False,False,False,False,False
325,ba_graph_10000_36,waxman_graph_2500_0.2_0.05_6,0.464830651,23.0511906,0.52338153,0.239073002,False,False,False,False,False
326,ba_graph_10000_36,waxman_graph_2500_0.2_0.05_7,0.464541213,23.16507089,0.52158827,0.239073002,False,False,False,False,False
327,ba_graph_10000_36,waxman_graph_2500_0.2_0.05_8,0.463741219,23.17147307,0.5604036,0.239073002,False,False,False,False,False
328,ba_graph_10000_36,waxman_graph_2500_0.2_0.05_9,0.46396033,22.99272785,0.51832277,0.239073002,False,False,False,False,False
329,ba_graph_10000_36,waxman_graph_3000_0.2_0.05_1,0.464195991,23.47329622,0.57304674,0.239073002,False,False,False,False,False
330,ba_graph_10000_36,waxman_graph_3000_0.2_0.05_10,0.464064041,23.73531123,0.7047648,0.239073002,False,False,True,False,False
331,ba_graph_10000_36,waxman_graph_3000_0.2_0.05_2,0.463526921,23.81732233,0.64848614,0.239073002,False,False,False,False,False
332,ba_graph_10000_36,waxman_graph_3000_0.2_0.05_3,0.463494804,23.62328659,0.5412812,0.239073002,False,False,False,False,False
333,ba_graph_10000_36,waxman_graph_3000_0.2_0.05_4,0.463853256,23.45387885,0.5312926,0.239073002,False,False,False,False,False
334,ba_graph_10000_36,waxman_graph_3000_0.2_0.05_5,0.46412749,23.90763635,0.5892486,0.239073002,False,False,False,False,False
335,ba_graph_10000_36,waxman_graph_3000_0.2_0.05_6,0.464229329,23.8919016,0.6541656,0.239073002,False,False,False,False,False
336,ba_graph_10000_36,waxman_graph_3000_0.2_0.05_7,0.463882883,23.82970135,0.6663386,0.239073002,False,False,False,False,False
337,ba_graph_10000_36,waxman_graph_3000_0.2_0.05_8,0.464077873,23.58913444,0.5859509,0.239073002,False,False,False,False,False
338,ba_graph_10000_36,waxman_graph_3000_0.2_0.05_9,0.463542712,23.72689905,0.5983453,0.239073002,False,False,False,False,False
339,ba_graph_10000_36,waxman_graph_7000_0.2_0.05_1,0.464534437,27.76356306,0.75296867,0.135003503,False,False,True,False,False
340,ba_graph_10000_36,waxman_graph_7000_0.2_0.05_10,0.464127889,27.74782017,0.6905157,0.135003503,False,False,False,False,False
341,ba_graph_10000_36,waxman_graph_7000_0.2_0.05_2,0.463999229,27.93560588,0.70269585,0.135003503,False,False,True,False,False
342,ba_graph_10000_36,waxman_graph_7000_0.2_0.05_3,0.464169098,27.65570271,0.6064572,0.239073002,False,False,False,False,False
343,ba_graph_10000_36,waxman_graph_7000_0.2_0.05_4,0.464345684,27.83134526,0.6082404,0.135003503,False,False,False,False,False
344,ba_graph_10000_36,waxman_graph_7000_0.2_0.05_5,0.464170436,27.90221522,0.6202725,0.135003503,False,False,False,False,False
345,ba_graph_10000_36,waxman_graph_7000_0.2_0.05_6,0.464232794,27.89225177,0.653893,0.135003503,False,False,False,False,False
